INSERT INTO oceny (user_id, temat, przedmiot, wartosc, data_wystawienia) VALUES('101', 'Kartkówka', 'Język Francuski', '3', '2016-09-14 08:10:19'), 
('101', 'Praca dodatkowa', 'Język Angielski', '1', '2016-12-20 20:50:14'), 
('191', 'Egzamin', 'Religia', '2', '2016-10-30 22:31:36'), 
('191', 'Kartkówka', 'Geografia', '6', '2016-09-24 09:56:56'), 
('191', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '1', '2016-09-16 04:55:02'), 
('191', 'Zachowanie', 'Wiedza o Społeczeństwie', '1', '2016-12-25 22:48:25'), 
('191', 'Projekt', 'Język Rosyjski', '1', '2016-11-30 06:18:47'), 
('191', 'Kartkówka', 'Technika', '6', '2016-10-08 15:18:44'), 
('191', 'Egzamin', 'Język Rosyjski', '2', '2016-12-13 11:35:12'), 
('191', 'Egzamin', 'Godzina Wychowawcza', '4', '2017-01-17 22:02:52'), 
('191', 'Sprawdzian', 'Język Włoski', '4', '2016-12-31 08:58:46'), 
('191', 'Kartkówka', 'Technika', '5', '2016-12-19 08:14:37'), 
('191', 'Egzamin', 'Muzyka', '5', '2016-10-13 11:03:47'), 
('191', 'Egzamin', 'Język Rosyjski', '5', '2017-01-13 05:52:34'), 
('191', 'Sprawdzian', 'Technika', '5', '2016-10-23 17:34:33'), 
('192', 'Sprawdzian', 'Fizyka', '4', '2016-12-29 23:01:23'), 
('192', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '2', '2017-01-10 01:39:26'), 
('192', 'Sprawdzian', 'Godzina Wychowawcza', '2', '2016-10-18 15:09:06'), 
('192', 'Sprawdzian', 'Wychowanie Fizyczne', '1', '2016-12-10 12:27:35'), 
('192', 'Kartkówka', 'Język Rosyjski', '5', '2016-09-13 10:30:35'), 
('192', 'Odpowiedź ustna', 'Wychowanie Fizyczne', '1', '2017-01-09 06:01:49'), 
('192', 'Praca dodatkowa', 'Matematyka', '2', '2016-09-22 09:47:25'), 
('192', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '2', '2016-11-04 03:03:26'), 
('192', 'Sprawdzian', 'Wychowanie Fizyczne', '3', '2016-10-23 02:08:24'), 
('192', 'Kartkówka', 'Wiedza o Społeczeństwie', '6', '2016-11-09 01:01:43'), 
('192', 'Odpowiedź ustna', 'Muzyka', '6', '2016-10-22 22:25:39'), 
('192', 'Praca dodatkowa', 'Język Angielski', '2', '2016-10-26 08:26:22'), 
('192', 'Zachowanie', 'Geografia', '3', '2016-09-12 08:38:49'), 
('192', 'Aktywność na lekcji', 'Język Rosyjski', '6', '2016-12-13 03:26:01'), 
('192', 'Kartkówka', 'Chemia', '4', '2017-01-13 17:29:38'), 
('192', 'Aktywność na lekcji', 'Informatyka', '2', '2016-12-14 14:39:44'), 
('192', 'Projekt', 'Język Hiszpański', '1', '2017-01-31 16:44:35'), 
('192', 'Odpowiedź ustna', 'Fizyka', '1', '2016-12-22 15:39:24'), 
('192', 'Praca dodatkowa', 'Język Hiszpański', '2', '2016-11-28 18:20:08'), 
('192', 'Sprawdzian', 'Język Polski', '5', '2017-01-21 06:57:06'), 
('192', 'Projekt', 'Fizyka', '6', '2016-11-08 14:40:39'), 
('192', 'Aktywność na lekcji', 'Język Rosyjski', '3', '2016-09-16 20:59:51'), 
('192', 'Projekt', 'Technika', '3', '2017-01-22 17:52:38'), 
('192', 'Zachowanie', 'Matematyka', '2', '2016-12-25 13:15:03'), 
('192', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '4', '2017-01-17 07:37:35'), 
('192', 'Zachowanie', 'Godzina Wychowawcza', '2', '2017-01-15 19:56:57'), 
('193', 'Sprawdzian', 'Wychowanie do Życia w Rodzinie', '3', '2017-01-18 06:42:08'), 
('193', 'Aktywność na lekcji', 'Informatyka', '4', '2016-10-22 10:29:30'), 
('193', 'Zachowanie', 'Język Francuski', '6', '2016-10-20 18:26:43'), 
('193', 'Kartkówka', 'Zajęcia Artystyczne', '3', '2017-01-28 11:19:47'), 
('193', 'Egzamin', 'Wychowanie Fizyczne', '6', '2017-01-02 06:15:14'), 
('193', 'Zachowanie', 'Informatyka', '1', '2016-10-08 17:40:31'), 
('193', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '3', '2017-02-02 18:58:29'), 
('193', 'Aktywność na lekcji', 'Język Włoski', '5', '2017-01-28 21:01:13'), 
('193', 'Kartkówka', 'Chemia', '4', '2016-11-17 06:50:08'), 
('193', 'Odpowiedź ustna', 'Język Włoski', '6', '2016-09-18 22:26:45'), 
('193', 'Zachowanie', 'Język Angielski', '1', '2017-01-08 02:29:39'), 
('193', 'Kartkówka', 'Język Francuski', '4', '2017-01-20 23:57:41'), 
('193', 'Aktywność na lekcji', 'Biologia', '5', '2016-11-22 14:39:00'), 
('193', 'Egzamin', 'Wychowanie Fizyczne', '2', '2016-10-17 13:14:53'), 
('193', 'Zachowanie', 'Technika', '5', '2016-10-28 11:41:19'), 
('193', 'Aktywność na lekcji', 'Geografia', '5', '2016-11-26 18:38:56'), 
('193', 'Egzamin', 'Informatyka', '5', '2017-01-01 23:06:45'), 
('193', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '2', '2016-10-05 11:29:19'), 
('193', 'Sprawdzian', 'Wychowanie do Życia w Rodzinie', '5', '2016-11-15 13:54:50'), 
('193', 'Odpowiedź ustna', 'Zajęcia Artystyczne', '3', '2016-12-27 11:25:37'), 
('193', 'Odpowiedź ustna', 'Matematyka', '3', '2016-11-30 10:27:47'), 
('193', 'Sprawdzian', 'Język Włoski', '5', '2017-01-14 07:18:51'), 
('194', 'Projekt', 'Muzyka', '3', '2016-12-15 21:24:07'), 
('194', 'Zachowanie', 'Plastyka', '4', '2017-01-05 20:56:21'), 
('194', 'Sprawdzian', 'Język Francuski', '6', '2016-09-24 21:11:34'), 
('194', 'Projekt', 'Język Francuski', '4', '2016-10-08 07:16:55'), 
('194', 'Egzamin', 'Język Angielski', '2', '2016-12-04 19:36:00'), 
('194', 'Praca dodatkowa', 'Język Francuski', '1', '2016-10-02 16:26:32'), 
('194', 'Egzamin', 'Wiedza o Społeczeństwie', '4', '2017-01-26 14:59:38'), 
('194', 'Sprawdzian', 'Język Hiszpański', '3', '2017-01-10 19:01:34'), 
('194', 'Aktywność na lekcji', 'Język Angielski', '5', '2016-10-27 10:57:22'), 
('194', 'Kartkówka', 'Technika', '2', '2016-10-14 19:41:29'), 
('194', 'Odpowiedź ustna', 'Język Hiszpański', '2', '2017-01-04 13:57:26'), 
('194', 'Kartkówka', 'Religia', '1', '2016-10-27 07:51:02'), 
('194', 'Praca dodatkowa', 'Religia', '3', '2016-12-30 00:18:55'), 
('194', 'Praca dodatkowa', 'Technika', '3', '2016-10-26 02:37:21'), 
('194', 'Egzamin', 'Chemia', '6', '2017-02-01 07:59:31'), 
('194', 'Projekt', 'Język Hiszpański', '1', '2017-01-28 15:36:08'), 
('194', 'Praca dodatkowa', 'Język Hiszpański', '3', '2016-12-31 07:14:06'), 
('194', 'Projekt', 'Geografia', '2', '2016-12-15 20:35:19'), 
('194', 'Zachowanie', 'Język Angielski', '5', '2016-12-07 22:15:09'), 
('194', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '4', '2017-02-02 20:41:05'), 
('194', 'Kartkówka', 'Język Hiszpański', '4', '2016-11-17 09:57:14'), 
('194', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '5', '2016-12-20 23:42:21'), 
('194', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '6', '2016-12-29 19:46:18'), 
('194', 'Egzamin', 'Godzina Wychowawcza', '5', '2016-11-02 16:14:22'), 
('194', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '4', '2016-09-09 12:08:15'), 
('195', 'Projekt', 'Religia', '5', '2016-11-26 22:47:50'), 
('195', 'Egzamin', 'Matematyka', '1', '2016-09-30 08:42:14'), 
('195', 'Sprawdzian', 'Fizyka', '6', '2016-12-01 16:13:53'), 
('195', 'Kartkówka', 'Język Polski', '2', '2017-01-24 11:19:14'), 
('195', 'Praca dodatkowa', 'Technika', '5', '2017-01-19 01:20:26'), 
('195', 'Egzamin', 'Muzyka', '3', '2017-01-23 04:15:11'), 
('195', 'Kartkówka', 'Plastyka', '3', '2016-12-30 23:19:44'), 
('195', 'Odpowiedź ustna', 'Język Włoski', '5', '2017-01-11 19:56:56'), 
('195', 'Zachowanie', 'Język Hiszpański', '1', '2016-11-28 07:10:16'), 
('195', 'Zachowanie', 'Chemia', '3', '2016-10-23 23:47:50'), 
('195', 'Kartkówka', 'Chemia', '6', '2016-10-12 06:28:52'), 
('195', 'Kartkówka', 'Język Francuski', '1', '2016-10-25 08:56:08'), 
('195', 'Sprawdzian', 'Plastyka', '1', '2016-10-05 23:58:08'), 
('195', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '3', '2016-10-14 14:59:14'), 
('195', 'Odpowiedź ustna', 'Język Polski', '6', '2016-09-21 04:02:28'), 
('195', 'Sprawdzian', 'Religia', '1', '2017-01-18 11:46:49'), 
('195', 'Projekt', 'Fizyka', '4', '2016-09-29 22:19:06'), 
('195', 'Praca dodatkowa', 'Technika', '2', '2017-01-13 15:56:27'), 
('195', 'Odpowiedź ustna', 'Wychowanie Fizyczne', '2', '2016-09-19 08:50:50'), 
('195', 'Zachowanie', 'Fizyka', '6', '2016-09-10 03:04:57'), 
('195', 'Kartkówka', 'Język Polski', '4', '2016-10-31 00:39:18'), 
('195', 'Projekt', 'Fizyka', '2', '2016-12-07 16:24:16'), 
('195', 'Zachowanie', 'Wychowanie Fizyczne', '1', '2016-11-15 04:20:15'), 
('195', 'Egzamin', 'Wychowanie Fizyczne', '5', '2016-11-26 11:32:19'), 
('195', 'Egzamin', 'Muzyka', '1', '2016-10-01 02:46:14'), 
('196', 'Aktywność na lekcji', 'Język Włoski', '5', '2016-10-20 11:09:56'), 
('196', 'Odpowiedź ustna', 'Plastyka', '5', '2016-09-24 00:52:15'), 
('196', 'Aktywność na lekcji', 'Język Rosyjski', '1', '2016-12-10 17:11:33'), 
('196', 'Aktywność na lekcji', 'Biologia', '1', '2016-09-18 10:23:05'), 
('196', 'Kartkówka', 'Język Włoski', '6', '2016-11-05 07:32:32'), 
('196', 'Kartkówka', 'Informatyka', '3', '2017-01-03 21:52:25'), 
('196', 'Kartkówka', 'Wiedza o Społeczeństwie', '6', '2017-01-04 20:04:13'), 
('196', 'Zachowanie', 'Godzina Wychowawcza', '3', '2017-01-12 17:29:47'), 
('196', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '4', '2016-10-30 19:20:39'), 
('196', 'Egzamin', 'Biologia', '4', '2016-09-28 19:13:09'), 
('196', 'Egzamin', 'Język Francuski', '2', '2017-02-03 10:22:23'), 
('196', 'Egzamin', 'Godzina Wychowawcza', '6', '2016-11-18 18:52:41'), 
('196', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '6', '2016-12-31 09:37:33'), 
('196', 'Projekt', 'Plastyka', '6', '2017-01-12 10:13:25'), 
('196', 'Praca dodatkowa', 'Plastyka', '2', '2017-01-20 00:13:58'), 
('196', 'Odpowiedź ustna', 'Język Rosyjski', '6', '2016-11-14 09:10:18'), 
('196', 'Zachowanie', 'Wychowanie Fizyczne', '1', '2016-12-18 14:34:40'), 
('196', 'Zachowanie', 'Język Francuski', '6', '2016-12-18 15:07:45'), 
('196', 'Aktywność na lekcji', 'Biologia', '5', '2016-09-13 15:58:40'), 
('196', 'Projekt', 'Religia', '4', '2016-09-24 20:28:26'), 
('197', 'Odpowiedź ustna', 'Język Włoski', '5', '2016-11-15 05:46:03'), 
('197', 'Zachowanie', 'Fizyka', '4', '2016-12-31 13:08:44'), 
('197', 'Sprawdzian', 'Język Hiszpański', '4', '2016-12-29 01:55:44'), 
('197', 'Sprawdzian', 'Język Polski', '5', '2016-10-30 23:36:59'), 
('197', 'Praca dodatkowa', 'Religia', '1', '2016-12-02 09:29:46'), 
('197', 'Odpowiedź ustna', 'Informatyka', '2', '2016-09-09 02:23:54'), 
('197', 'Egzamin', 'Informatyka', '2', '2016-12-10 11:55:51'), 
('197', 'Odpowiedź ustna', 'Technika', '2', '2016-09-13 22:18:56'), 
('197', 'Kartkówka', 'Godzina Wychowawcza', '4', '2017-01-08 08:05:00'), 
('197', 'Aktywność na lekcji', 'Język Rosyjski', '2', '2016-09-15 07:34:54'), 
('197', 'Kartkówka', 'Język Polski', '1', '2016-11-14 04:40:43'), 
('197', 'Projekt', 'Religia', '3', '2016-10-02 06:00:01'), 
('197', 'Praca dodatkowa', 'Geografia', '5', '2017-01-20 23:52:24'), 
('197', 'Aktywność na lekcji', 'Język Angielski', '4', '2017-01-04 15:36:04'), 
('197', 'Zachowanie', 'Informatyka', '5', '2016-11-13 20:58:46'), 
('197', 'Sprawdzian', 'Informatyka', '2', '2016-12-13 22:03:55'), 
('197', 'Projekt', 'Wychowanie Fizyczne', '4', '2016-12-04 06:06:54'), 
('197', 'Egzamin', 'Geografia', '6', '2017-01-25 08:35:58'), 
('197', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '4', '2016-11-09 12:02:47'), 
('197', 'Sprawdzian', 'Język Polski', '3', '2016-10-01 02:18:11'), 
('197', 'Sprawdzian', 'Plastyka', '6', '2016-11-29 07:30:52'), 
('197', 'Projekt', 'Język Francuski', '6', '2016-10-06 15:40:16'), 
('197', 'Projekt', 'Wychowanie do Życia w Rodzinie', '6', '2017-01-18 06:45:14'), 
('197', 'Odpowiedź ustna', 'Religia', '6', '2017-01-12 22:43:57'), 
('198', 'Kartkówka', 'Język Rosyjski', '5', '2016-12-31 17:32:23'), 
('198', 'Sprawdzian', 'Język Angielski', '2', '2016-11-16 02:20:09'), 
('198', 'Praca dodatkowa', 'Muzyka', '1', '2016-09-13 15:54:34'), 
('198', 'Egzamin', 'Chemia', '6', '2016-10-09 09:27:00'), 
('198', 'Kartkówka', 'Geografia', '2', '2016-10-06 10:31:09'), 
('198', 'Sprawdzian', 'Biologia', '6', '2016-09-26 23:07:49'), 
('198', 'Praca dodatkowa', 'Matematyka', '1', '2017-02-03 17:35:40'), 
('198', 'Sprawdzian', 'Zajęcia Artystyczne', '5', '2016-09-22 06:08:59'), 
('198', 'Projekt', 'Zajęcia Artystyczne', '3', '2016-11-01 01:53:23'), 
('198', 'Zachowanie', 'Technika', '4', '2016-11-28 00:38:14'), 
('198', 'Zachowanie', 'Plastyka', '6', '2016-09-20 17:47:47'), 
('198', 'Praca dodatkowa', 'Zajęcia Artystyczne', '2', '2016-10-24 02:39:59'), 
('198', 'Aktywność na lekcji', 'Muzyka', '1', '2016-11-20 08:34:22'), 
('198', 'Sprawdzian', 'Technika', '2', '2016-11-30 19:40:35'), 
('198', 'Praca dodatkowa', 'Wychowanie Fizyczne', '2', '2017-02-03 16:06:47'), 
('198', 'Kartkówka', 'Język Rosyjski', '2', '2016-10-23 05:11:39'), 
('198', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '2', '2016-09-25 00:13:05'), 
('198', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '6', '2016-11-06 10:29:45'), 
('198', 'Projekt', 'Informatyka', '1', '2017-01-30 20:28:55'), 
('198', 'Praca dodatkowa', 'Technika', '4', '2016-09-26 02:58:18'), 
('198', 'Aktywność na lekcji', 'Technika', '5', '2016-09-07 02:14:40'), 
('198', 'Zachowanie', 'Język Angielski', '3', '2016-09-10 22:42:41'), 
('198', 'Projekt', 'Plastyka', '5', '2016-12-15 02:19:27'), 
('199', 'Praca dodatkowa', 'Technika', '2', '2016-12-09 12:27:23'), 
('199', 'Praca dodatkowa', 'Plastyka', '3', '2016-11-06 11:07:30'), 
('199', 'Projekt', 'Język Angielski', '3', '2016-12-13 15:42:29'), 
('199', 'Odpowiedź ustna', 'Język Hiszpański', '5', '2016-10-31 08:49:39'), 
('199', 'Aktywność na lekcji', 'Biologia', '6', '2016-09-09 17:08:11'), 
('199', 'Egzamin', 'Informatyka', '4', '2016-09-17 03:32:57'), 
('199', 'Odpowiedź ustna', 'Biologia', '6', '2016-10-14 05:59:12'), 
('199', 'Kartkówka', 'Plastyka', '5', '2016-10-10 08:07:01'), 
('199', 'Egzamin', 'Język Rosyjski', '1', '2016-09-21 09:21:42'), 
('199', 'Egzamin', 'Wiedza o Społeczeństwie', '5', '2016-09-13 08:11:21'), 
('199', 'Aktywność na lekcji', 'Technika', '5', '2016-10-21 15:27:45'), 
('199', 'Odpowiedź ustna', 'Godzina Wychowawcza', '4', '2017-01-25 03:54:56'), 
('199', 'Praca dodatkowa', 'Język Francuski', '3', '2016-09-19 19:42:44'), 
('199', 'Projekt', 'Chemia', '2', '2016-11-07 10:32:41'), 
('199', 'Aktywność na lekcji', 'Biologia', '3', '2017-01-14 09:49:13'), 
('199', 'Odpowiedź ustna', 'Technika', '5', '2017-01-29 11:12:44'), 
('199', 'Zachowanie', 'Fizyka', '3', '2016-12-14 11:05:41'), 
('199', 'Kartkówka', 'Zajęcia Artystyczne', '5', '2016-10-18 11:31:33'), 
('199', 'Praca dodatkowa', 'Język Angielski', '6', '2016-11-22 22:49:07'), 
('199', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '2', '2016-12-17 19:22:22'), 
('199', 'Projekt', 'Język Włoski', '6', '2017-01-31 03:58:37'), 
('200', 'Projekt', 'Język Rosyjski', '3', '2016-10-19 11:02:01'), 
('200', 'Kartkówka', 'Muzyka', '6', '2016-11-20 05:51:50'), 
('200', 'Projekt', 'Zajęcia Artystyczne', '2', '2016-10-23 12:00:11'), 
('200', 'Kartkówka', 'Język Angielski', '5', '2016-11-23 11:30:54'), 
('200', 'Praca dodatkowa', 'Chemia', '5', '2016-11-19 21:44:16'), 
('200', 'Egzamin', 'Język Angielski', '4', '2016-10-12 00:04:59'), 
('200', 'Praca dodatkowa', 'Religia', '3', '2017-01-11 23:49:44'), 
('200', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '1', '2016-09-26 11:23:10'), 
('200', 'Odpowiedź ustna', 'Informatyka', '3', '2016-12-26 00:57:42'), 
('200', 'Praca dodatkowa', 'Plastyka', '5', '2016-12-11 16:07:50'), 
('200', 'Zachowanie', 'Religia', '4', '2016-12-10 07:28:40'), 
('200', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '2', '2016-10-06 09:04:01'), 
('200', 'Odpowiedź ustna', 'Język Polski', '6', '2016-10-18 00:34:31'), 
('200', 'Aktywność na lekcji', 'Technika', '2', '2016-09-13 05:50:00'), 
('200', 'Kartkówka', 'Godzina Wychowawcza', '2', '2016-11-10 21:12:13'), 
('200', 'Odpowiedź ustna', 'Technika', '3', '2016-10-15 23:27:21'), 
('200', 'Odpowiedź ustna', 'Plastyka', '5', '2016-11-20 05:26:18'), 
('200', 'Odpowiedź ustna', 'Język Włoski', '2', '2016-11-25 18:56:57'), 
('200', 'Sprawdzian', 'Plastyka', '4', '2016-09-13 21:20:27'), 
('200', 'Kartkówka', 'Wychowanie Fizyczne', '6', '2016-12-20 23:42:57'), 
('200', 'Sprawdzian', 'Zajęcia Artystyczne', '1', '2016-12-22 17:13:36'), 
('200', 'Kartkówka', 'Język Włoski', '1', '2016-09-15 17:24:47'), 
('200', 'Sprawdzian', 'Technika', '4', '2016-12-09 15:03:21'), 
('200', 'Kartkówka', 'Godzina Wychowawcza', '5', '2017-01-02 03:32:57'), 
('200', 'Zachowanie', 'Język Hiszpański', '5', '2016-11-21 13:05:01'), 
('200', 'Zachowanie', 'Religia', '4', '2017-01-01 11:34:25'), 
('200', 'Odpowiedź ustna', 'Chemia', '3', '2016-11-07 11:11:30'), 
('200', 'Egzamin', 'Język Rosyjski', '4', '2016-12-01 16:46:52'), 
